url,URLLength,Domain,DomainLength,IsDomainIP,TLD,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,Title,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,label
http://www.ecemaybutik.com,25,www.ecemaybutik.com,19,0,com,58.55555556,1.0,0.5229071,0.059454351,3,1,0,0,0.0,13,0.52,0,0.0,0,0,0,1,0.04,0,2,36,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://mingovpllkno.ditapersne.ml/,33,mingovpllkno.ditapersne.ml,26,0,ml,35.45912777,0.565217391,0.0001306,0.055196408,2,1,0,0,0.0,24,0.727,0,0.0,0,0,0,2,0.061,0,2,42,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.usjlp.org,20,www.usjlp.org,13,0,org,100.0,1.0,0.0799628,0.046497934,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,303,304,1,usjlp,100.0,100.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,3,10,20,0,1,1
https://www.cap.ca,17,www.cap.ca,10,0,ca,100.0,1.0,0.0101825,0.063032583,2,1,0,0,0.0,4,0.235,0,0.0,0,0,0,1,0.059,1,711,9381,1,ap,66.66666667,66.66666667,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,14,29,25,159,2,166,1
https://7895bcde-fd6b-44e7-9e5c-5417a0ed038b.id.repl.co/,56,7895bcde-fd6b-44e7-9e5c-5417a0ed038b.id.repl.co,47,0,co,34.96709704,0.204545455,0.0059772,0.031616392,2,2,0,0,0.0,22,0.393,18,0.321,0,0,0,8,0.143,1,198,869,1,7895bcde-fd6b-44e7-9e5c-5417a0ed038bidrepl,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
http://www.vpn2.smi1egate.com,28,www.vpn2.smi1egate.com,22,0,com,60.29889539,0.5,0.5229071,0.053171864,3,2,0,0,0.0,13,0.464,2,0.071,0,0,0,2,0.071,0,3,37,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://upholl-xlogn.godaddysites.com/,38,upholl-xlogn.godaddysites.com,29,0,com,48.81490289,0.52,0.5229071,0.052913923,3,1,0,0,0.0,26,0.684,0,0.0,0,0,0,4,0.105,1,52,4377,1,upholl-xlogngodaddysites,0.0,0.0,1,0,1,0,0,1,0,2,0,0,1,0,0,0,0,0,1,3,2,6,1,0,3,0
https://www.infonor.com.mx,25,www.infonor.com.mx,18,0,mx,100.0,0.727272727,0.0017218,0.068972645,2,2,0,0,0.0,11,0.44,0,0.0,0,0,0,2,0.08,1,1044,492,1,infonorco,0.0,0.0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,25,13,19,88,29,100,1
https://activites-commerciales-3.firebaseapp.com/,49,activites-commerciales-3.firebaseapp.com,40,0,com,45.65593043,0.388888889,0.5229071,0.062547134,3,1,0,0,0.0,35,0.714,1,0.02,0,0,0,5,0.102,1,12,93,1,activites-merciales-3firebaseapp,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.griefhealingblog.com,31,www.griefhealingblog.com,24,0,com,100.0,1.0,0.5229071,0.05646234,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,10799,4106,1,griefhealingblog,100.0,100.0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,36,3,26,342,0,404,1
https://www.emercury.net,23,www.emercury.net,16,0,net,100.0,1.0,0.0384199,0.063038644,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,777,9381,1,emercury,100.0,100.0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,21,20,82,110,8,103,1
http://www.f0569825.xsph.ru,26,www.f0569825.xsph.ru,20,0,ru,67.50919118,0.923076923,0.0180132,0.014798247,2,2,0,0,0.0,6,0.231,7,0.269,0,0,0,2,0.077,0,9,44,1,f0569825xsph,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.thewanderlusty.com,29,www.thewanderlusty.com,22,0,com,100.0,1.0,0.5229071,0.054649648,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,421,9381,1,thewanderlusty,100.0,100.0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,17,20,28,95,0,100,1
http://www.chirigame.com,23,www.chirigame.com,17,0,com,77.59932375,1.0,0.5229071,0.065596085,3,1,0,0,0.0,11,0.478,0,0.0,0,0,0,1,0.043,0,2,478,1,chirigame,100.0,100.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.naimaudio.com,24,www.naimaudio.com,17,0,com,100.0,1.0,0.5229071,0.068044633,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,1312,4460,1,naimaudio,100.0,100.0,1,0,1,0,0,1,0,5,0,1,1,1,1,0,0,0,0,50,67,97,109,1,69,1
https://www.verksamt.se,22,www.verksamt.se,15,0,se,100.0,1.0,0.0040185,0.054230767,2,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,8508,508,1,verkamt,0.0,0.0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,6,7,33,487,3,487,1
http://www.amazcaom-co-jp.amaozeon.chuguichaxun.top,51,www.amazcaom-co-jp.amaozeon.chuguichaxun.top,44,0,top,25.56707317,0.361111111,0.0002752,0.058318336,3,3,0,0,0.0,35,0.686,0,0.0,0,0,0,5,0.098,0,2,537,0,0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
http://co04084.tw1.ru/post/clients/,34,co04084.tw1.ru,14,0,ru,33.50970018,0.727272727,0.0180132,0.04426618,2,1,0,0,0.0,17,0.5,6,0.176,0,0,0,4,0.118,0,9,57,1,co04084tw1postclients,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.sultansolutions.com,30,www.sultansolutions.com,23,0,com,100.0,1.0,0.5229071,0.062727287,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,801,9381,1,sultansolutions,100.0,100.0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,18,10,27,21,3,36,1
https://www.hsbc.com,19,www.hsbc.com,12,0,com,100.0,1.0,0.5229071,0.058381152,3,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,2323,5046,1,hsbc,100.0,100.0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,29,2,5,197,1,9,1
http://cm50562.tw1.ru/auth/number.php,37,cm50562.tw1.ru,14,0,ru,27.72845644,0.727272727,0.0180132,0.035772364,2,1,0,0,0.0,19,0.514,6,0.162,0,0,0,5,0.135,0,9,45,1,cm50562tw1authnumberphp,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://verifydevice-uk.web.app/,31,verifydevice-uk.web.app,23,0,app,54.25330813,0.684210526,0.001502,0.045646833,3,1,0,0,0.0,20,0.645,0,0.0,0,0,0,3,0.097,1,11,1663,1,verifydevice-ukweb,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
https://www.busbeetruckparts.com,31,www.busbeetruckparts.com,24,0,com,100.0,1.0,0.5229071,0.055803476,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,1902,7166,1,busbeetruckparts,100.0,100.0,1,0,1,1,0,1,0,6,0,1,1,1,0,0,1,0,0,49,5,28,353,2,116,1
http://www.iron-paygri-irr.ml,28,www.iron-paygri-irr.ml,22,0,ml,46.58869396,0.466666667,0.0001306,0.057729741,2,1,0,0,0.0,14,0.5,0,0.0,0,0,0,3,0.107,0,8,49,1,iron-paygri-irr,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
https://narcyz.ameliagosia.com.pl/a1legro/,42,narcyz.ameliagosia.com.pl,25,0,pl,34.02473937,0.545454545,0.0069695,0.060610609,2,2,0,0,0.0,28,0.667,1,0.024,0,0,0,5,0.119,1,95,394,1,narcyzameliagosiacoma1legro,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0
https://bt-107374.weeblysite.com/,33,bt-107374.weeblysite.com,24,0,com,44.375,0.85,0.5229071,0.040707578,3,1,0,0,0.0,15,0.455,6,0.182,0,0,0,4,0.121,1,271,19906,1,bt-107374weeblysite,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,19,3,9,1,0,4,0
https://www.antoniolite.com,26,www.antoniolite.com,19,0,com,100.0,1.0,0.5229071,0.072748283,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,749,17355,1,antoniolite,100.0,100.0,0,1,1,0,0,1,1,10,0,1,1,1,0,0,0,0,1,12,2,7,98,0,125,1
https://lvkobf.webwave.dev/,26,lvkobf.webwave.dev,18,0,dev,45.09421702,0.571428571,0.0009613,0.04102666,3,1,0,0,0.0,16,0.615,0,0.0,0,0,0,2,0.077,1,66,3018,1,lvkobfwebwave,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,2,2,0,0,0
https://www.moreprepared.com,27,www.moreprepared.com,20,0,com,100.0,1.0,0.5229071,0.068274354,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,2823,16892,1,moreprepared,100.0,100.0,1,1,1,0,0,1,0,19,1,1,1,1,0,0,1,0,1,27,36,14,118,6,112,1
https://aol-106703.weeblysite.com/,34,aol-106703.weeblysite.com,25,0,com,66.72,0.80952381,0.5229071,0.045654823,3,1,0,0,0.0,16,0.471,6,0.176,0,0,0,4,0.118,1,271,19690,1,aol-106703weeblysite,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,19,3,9,1,0,4,0
https://www.sunocohopkinsville.com,33,www.sunocohopkinsville.com,26,0,com,100.0,1.0,0.5229071,0.059548787,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,1,850,585,1,sunohopkinsville,0.0,0.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,47,6,7,2,2,5,1
https://www.smyrilline.fo,24,www.smyrilline.fo,17,0,fo,100.0,1.0,3.36e-05,0.051562088,2,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,618,2262,1,smyrilline,100.0,100.0,1,0,1,0,0,1,0,2,0,1,1,0,0,0,1,0,1,7,4,7,111,0,25,1
http://chat-whatsapp9912.situsx.icu/,35,chat-whatsapp9912.situsx.icu,28,0,icu,44.40534835,0.541666667,3.98e-05,0.041218712,3,1,0,0,0.0,21,0.6,4,0.114,0,0,0,3,0.086,0,2,45,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.vmobil.at,20,www.vmobil.at,13,0,at,100.0,1.0,0.0038776,0.055071657,2,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,1727,18497,1,vmobil,100.0,100.0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,96,3,4,133,0,4,1
https://www.rtn.ch,17,www.rtn.ch,10,0,ch,100.0,1.0,0.0049832,0.061889246,2,1,0,0,0.0,4,0.235,0,0.0,0,0,0,1,0.059,1,4149,2564,1,rtn,100.0,100.0,1,1,1,0,0,1,1,4,0,1,1,1,1,0,1,0,1,151,12,7,402,10,49,1
http://www.realtymarket.in,26,www.realtymarket.in,19,0,in,68.11111111,1.0,0.0050842,0.059388312,2,1,0,0,0.0,14,0.538,0,0.0,0,0,0,1,0.038,0,9,78,1,realtymarket,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
https://www.millicentrogers.org,30,www.millicentrogers.org,23,0,org,100.0,1.0,0.0799628,0.065500523,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,3198,2682,1,millicentrogers,100.0,100.0,0,0,1,0,0,1,0,19,0,1,1,1,1,1,1,0,1,88,2,19,86,0,58,1
https://www.cit.nih.gov,22,www.cit.nih.gov,15,0,gov,100.0,0.571428571,0.0033282,0.058309486,3,2,0,0,0.0,8,0.364,0,0.0,0,0,0,2,0.091,1,826,3217,1,citnih,0.0,0.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,26,65,52,115,0,38,1
https://www.heartofglass.org.uk,30,www.heartofglass.org.uk,23,0,uk,100.0,0.8125,0.028555,0.057354829,2,2,0,0,0.0,16,0.533,0,0.0,0,0,0,2,0.067,1,1852,1680,1,heartofglassorg,0.0,0.0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,22,2,1,75,3,75,1
https://www.angewandtekunst-frankfurt.de,39,www.angewandtekunst-frankfurt.de,32,0,de,100.0,0.64,0.0326503,0.048942067,2,1,0,0,0.0,25,0.641,0,0.0,0,0,0,2,0.051,1,281,1820,1,angewantekunst-frankfurt,0.0,0.0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,9,9,35,1,36,1
https://www.labattigia.it,24,www.labattigia.it,17,0,it,100.0,1.0,0.012178,0.058038831,2,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,306,2863,1,labattga,0.0,0.0,0,0,1,0,0,1,0,2,0,1,1,1,0,0,0,0,0,17,7,19,23,0,16,1
http://www.b.coka.la,19,www.b.coka.la,13,0,la,57.5308642,0.833333333,0.0001919,0.056397539,2,2,0,0,0.0,6,0.316,0,0.0,0,0,0,2,0.105,0,2,29,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.templatemadness.com,29,www.templatemadness.com,23,0,com,78.42755036,1.0,0.5229071,0.065130775,3,1,0,0,0.0,17,0.586,0,0.0,0,0,0,1,0.034,0,2,39,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://href.li/?http://aklam.io/7s7v91,39,href.li,7,0,li,30.81944444,1.0,0.0001166,0.042976345,2,0,0,0,0.0,15,0.385,4,0.103,0,1,0,4,0.128,1,13,105,1,href?aklamio7s7v91,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0
https://www.sid.co,17,www.sid.co,10,0,co,100.0,1.0,0.0059772,0.055466232,2,1,0,0,0.0,4,0.235,0,0.0,0,0,0,1,0.059,1,554,415,1,sid,100.0,100.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,33,4,15,68,1,25,1
https://www.nhri.net,19,www.nhri.net,12,0,net,100.0,1.0,0.0384199,0.058983643,3,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,417,8047,1,nhri,100.0,100.0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,17,7,15,68,0,71,1
https://www.tataconsumer.com,27,www.tataconsumer.com,20,0,com,100.0,1.0,0.5229071,0.070142242,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,2932,2259,1,tatansumer,0.0,0.0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,100,4,7,195,1,17,1
http://www.colexpresscargo.com,30,www.colexpresscargo.com,23,0,com,64.30952381,1.0,0.5229071,0.065730772,3,1,0,0,0.0,18,0.6,0,0.0,0,0,0,1,0.033,0,9,106,1,colexpresscargo,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
https://www.cifra.com.uy,23,www.cifra.com.uy,16,0,uy,100.0,0.666666667,0.0002285,0.062585756,2,2,0,0,0.0,9,0.391,0,0.0,0,0,0,2,0.087,1,874,2497,1,cifracom,0.0,0.0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,69,10,14,28,0,45,1
https://www.ics.hawaii.edu,25,www.ics.hawaii.edu,18,0,edu,100.0,0.7,0.0115013,0.057792233,3,2,0,0,0.0,11,0.44,0,0.0,0,0,0,2,0.08,1,615,14933,1,icshawaii,0.0,0.0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,16,11,16,126,2,157,1
https://www.theemuze.be,22,www.theemuze.be,15,0,be,100.0,1.0,0.0033189,0.052091255,2,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,1222,8121,1,theemuze,100.0,100.0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,22,20,16,114,0,117,1
https://www.virona54.ru,22,www.virona54.ru,15,0,ru,100.0,1.0,0.0180132,0.04907135,2,1,0,0,0.0,7,0.318,2,0.091,0,0,0,1,0.045,1,4728,924,1,viona54,0.0,0.0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,92,15,16,8,0,211,1
https://www.vaporsofmorphine.com,31,www.vaporsofmorphine.com,24,0,com,100.0,1.0,0.5229071,0.061958397,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,511,9381,1,vaporsofmorphine,100.0,100.0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,17,13,21,41,1,47,1
https://www.shopnuzzie.com,25,www.shopnuzzie.com,18,0,com,100.0,1.0,0.5229071,0.05284094,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,2265,31412,1,shopnuzzie,100.0,100.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,109,0,180,6,0,8,1
https://huizhoujiayan.com/,26,huizhoujiayan.com,17,0,com,64.32141484,1.0,0.5229071,0.05137753,3,0,0,0,0.0,16,0.615,0,0.0,0,0,0,2,0.077,1,8,41,1,huizhoujiayan,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://t.co/qcgg7gwtha,22,t.co,4,0,co,38.23129252,1.0,0.0059772,0.039984224,2,0,0,0,0.0,11,0.5,1,0.045,0,0,0,2,0.091,1,2,31,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.sinclairoil.com,26,www.sinclairoil.com,19,0,com,100.0,1.0,0.5229071,0.067908435,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,927,5718,1,sinclairoil,100.0,100.0,1,0,1,0,0,1,0,2,0,1,0,1,0,0,1,0,1,22,8,13,58,0,25,1
https://onedrive-v1.freetheme.workers.dev/?sso_reload=true,58,onedrive-v1.freetheme.workers.dev,33,0,dev,26.07686275,0.379310345,0.0009613,0.057774736,3,2,0,0,0.0,41,0.707,1,0.017,1,1,0,6,0.138,1,90,394,1,onedrive-v1freethemeworkers?sso_reload=true,0.0,0.0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,2,0,2,0
https://validalogginecz4445--12214454553224.repl.co/,52,validalogginecz4445--12214454553224.repl.co,43,0,co,21.62348198,0.775,0.0059772,0.031257578,2,1,0,0,0.0,21,0.404,18,0.346,0,0,0,5,0.096,1,198,869,1,validalogginecz4445--12214454553224repl,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
https://www.jmgraphicdesign.com,30,www.jmgraphicdesign.com,23,0,com,100.0,1.0,0.5229071,0.054340395,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,885,6951,1,jmgraphicdesign,100.0,100.0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,26,3,8,89,2,98,1
https://sites.google.com/view/offiice-voice-com/home,51,sites.google.com,16,0,com,38.27130144,0.583333333,0.5229071,0.064138499,3,1,0,0,0.0,36,0.706,0,0.0,0,0,0,7,0.137,1,2,60,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.livingprosports.com,30,www.livingprosports.com,23,0,com,100.0,1.0,0.5229071,0.058033531,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,1221,2195,1,livingprosports,100.0,100.0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,1,15,8,9,249,2,6,1
https://www.carsonnow.org,24,www.carsonnow.org,17,0,org,100.0,1.0,0.0799628,0.069758886,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,1105,2404,1,carsonnow,100.0,100.0,1,0,0,0,0,1,0,3,0,1,1,1,0,1,0,0,1,57,2,21,152,0,117,1
https://www.cnes-observatoire.net,32,www.cnes-observatoire.net,25,0,net,100.0,0.764705882,0.0384199,0.067773679,3,1,0,0,0.0,18,0.562,0,0.0,0,0,0,2,0.062,1,2202,978,1,cs-observatoire,0.0,0.0,1,0,1,0,0,1,0,3,0,0,0,0,0,0,1,0,0,185,3,4,0,0,4,1
https://www.urlaubsgruss.com,27,www.urlaubsgruss.com,20,0,com,100.0,1.0,0.5229071,0.052664711,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,423,716,1,urlaubsgruss,100.0,100.0,1,1,1,0,0,1,0,3,0,1,0,0,0,0,0,0,1,20,5,5,8,0,16,1
https://www.thewho.info,22,www.thewho.info,15,0,info,100.0,1.0,0.0075051,0.049015349,4,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,514,1604,1,thewho,100.0,100.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,19,0,4,0,0,3,1
https://www.louiseslater.com,27,www.louiseslater.com,20,0,com,100.0,1.0,0.5229071,0.067677416,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,1297,2677,1,louiseslater,100.0,100.0,1,0,1,0,0,1,0,19,0,1,1,0,1,1,1,0,1,14,4,23,61,0,12,1
https://www.flagguys.com,23,www.flagguys.com,16,0,com,100.0,1.0,0.5229071,0.047191178,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,7167,2075,1,flagguys,100.0,100.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,10,0,0,0,0,3,1
http://www.gratis.lc,19,www.gratis.lc,13,0,lc,81.2345679,1.0,1.16e-05,0.055528249,2,1,0,0,0.0,7,0.368,0,0.0,0,0,0,1,0.053,0,11,73,1,gratis,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
https://hjfulp4gg.web.app/,26,hjfulp4gg.web.app,17,0,app,50.7881584,0.615384615,0.001502,0.030409459,3,1,0,0,0.0,14,0.538,1,0.038,0,0,0,3,0.115,1,2,2281,1,hjfulp4ggweb,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0
https://www.stramaxon.com,24,www.stramaxon.com,17,0,com,100.0,1.0,0.5229071,0.066943244,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,3305,11618,1,stramaxon,100.0,100.0,1,0,0,0,0,0,1,17,0,1,1,0,0,0,1,1,0,34,10,21,141,0,192,1
http://metalharbor.com/5g5/onefile/index.php,43,metalharbor.com,15,0,com,36.23466995,1.0,0.5229071,0.055003909,3,0,0,0,0.0,29,0.674,2,0.047,0,0,0,5,0.116,0,313,142347,1,metalharbor5g5onefileindexph,0.0,0.0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,8,2,9,0,0,3,0
https://www.fencesrichmond.com,29,www.fencesrichmond.com,22,0,com,100.0,1.0,0.5229071,0.064308012,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,925,8047,1,fencesrichmond,100.0,100.0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,39,6,20,87,0,103,1
http://www.eblaq-web-ir.cf,25,www.eblaq-web-ir.cf,19,0,cf,48.44444444,0.5,0.0001858,0.050879505,2,1,0,0,0.0,11,0.44,0,0.0,0,0,0,3,0.12,0,20,213,1,eblaq-web-ir,100.0,100.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.cateringconnect.com,30,www.cateringconnect.com,23,0,com,100.0,1.0,0.5229071,0.070184435,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,1094,9556,1,cateringnnect,0.0,0.0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,54,14,37,81,0,84,1
https://aol-105760.weeblysite.com/,34,aol-105760.weeblysite.com,25,0,com,66.72,0.80952381,0.5229071,0.045638208,3,1,0,0,0.0,16,0.471,6,0.176,0,0,0,4,0.118,1,271,19961,1,aol-105760weeblysite,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,19,3,9,1,0,4,0
https://adamnt-one-fr.web.app/,29,adamnt-one-fr.web.app,21,0,app,51.88620903,0.411764706,0.001502,0.055797831,3,1,0,0,0.0,17,0.586,0,0.0,0,0,0,4,0.138,1,45,117,1,adamnt-one-frweb,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
https://www.structbio.vanderbilt.edu,35,www.structbio.vanderbilt.edu,28,0,edu,100.0,0.55,0.0115013,0.055071113,3,2,0,0,0.0,21,0.6,0,0.0,0,0,0,2,0.057,1,203,316,1,structbiovanderbilt,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,10,1,0,19,0,22,1
http://www.herr-nourimann.com,28,www.herr-nourimann.com,22,0,com,66.47173489,0.714285714,0.5229071,0.065891939,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,2,0.071,0,39,2314,1,herr-nourimann,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
https://www.nilipe.co.tz,23,www.nilipe.co.tz,16,0,tz,100.0,0.777777778,7.47e-05,0.063530052,2,2,0,0,0.0,9,0.391,0,0.0,0,0,0,2,0.087,1,205,225,1,nilipeco,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9,7,10,0,5,18,1
https://www.bollywoodbubble.com,30,www.bollywoodbubble.com,23,0,com,100.0,1.0,0.5229071,0.051659106,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,1573,8047,1,bollywoodbubble,100.0,100.0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,54,3,36,128,9,146,1
